;activity_id;assay_chembl_id;assay_description;assay_type;Name;relation;target_chembl_id;target_organism;type;units;IC50;pIC50;Smiles;standard_inchi;standard_inchi_key;organism;pref_name;target_type;uniprot_id;simFragName;simFragSmiles;simFragScore;mcsFragName;mcsFragSmiles;mcsFragRatio
295;18586453;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4226087;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;93.0;7.031517051446066;CCCCCCCCc1ccc(-c2ccc3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1;InChI=1S/C27H35N3O2/c1-2-3-4-5-6-7-9-20-11-13-21(14-12-20)22-15-16-24-25(18-22)29-27(28)30(26(24)31)19-23-10-8-17-32-23/h11-16,18,23H,2-10,17,19H2,1H3,(H2,28,29);SNEOTYPQBVLWFB-UHFFFAOYSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x0426;O=C(NCCc1ccncc1)c1ccccc1F;0.2896551724137931;Mpro-x0995;Nc1cncnc1;0.8571428571428571
296;18586451;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4225824;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;27.0;7.568636235841013;CCCCCc1ccc(-c2cc(CCC(=O)O)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1;InChI=1S/C27H33N3O4/c1-2-3-4-6-18-8-10-19(11-9-18)21-15-20(12-13-24(31)32)25-23(16-21)29-27(28)30(26(25)33)17-22-7-5-14-34-22/h8-11,15-16,22H,2-7,12-14,17H2,1H3,(H2,28,29)(H,31,32);SWNKPSNZXWVRRI-UHFFFAOYSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x1249;N#Cc1ccc(CNC(=O)N2CCOCC2)cc1;0.3087248322147651;Mpro-x0995;Nc1cncnc1;0.8571428571428571
298;18586464;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4225481;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;500.0;6.301029995663981;Nc1nc2cc(-c3ccccc3)cc(CC(=O)O)c2c(=O)n1CC1CCCO1;InChI=1S/C21H21N3O4/c22-21-23-17-10-14(13-5-2-1-3-6-13)9-15(11-18(25)26)19(17)20(27)24(21)12-16-7-4-8-28-16/h1-3,5-6,9-10,16H,4,7-8,11-12H2,(H2,22,23)(H,25,26);AOUAEGGOIGVXEL-UHFFFAOYSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x0426;O=C(NCCc1ccncc1)c1ccccc1F;0.3333333333333333;Mpro-x0995;Nc1cncnc1;0.8571428571428571
299;18586452;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4225299;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;88.0;7.055517327849832;CCCCCCCCc1ccc(-c2ccc3c(=O)n(C[C@@H]4CC[C@H](c5ccccc5)O4)c(N)nc3c2)cc1;InChI=1S/C33H39N3O2/c1-2-3-4-5-6-8-11-24-14-16-25(17-15-24)27-18-20-29-30(22-27)35-33(34)36(32(29)37)23-28-19-21-31(38-28)26-12-9-7-10-13-26/h7,9-10,12-18,20,22,28,31H,2-6,8,11,19,21,23H2,1H3,(H2,34,35)/t28-,31+/m0/s1;XDHIEWBZJYZMBU-QCENPCRXSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x0426;O=C(NCCc1ccncc1)c1ccccc1F;0.31901840490797545;Mpro-x0995;Nc1cncnc1;0.8571428571428571
300;18586447;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4225298;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;22.0;7.657577319177793;CCCCCCCCc1cc(CCC(=O)O)c2c(=O)n(CC3CCCO3)c(N)nc2c1;InChI=1S/C24H35N3O4/c1-2-3-4-5-6-7-9-17-14-18(11-12-21(28)29)22-20(15-17)26-24(25)27(23(22)30)16-19-10-8-13-31-19/h14-15,19H,2-13,16H2,1H3,(H2,25,26)(H,28,29);WPOCDUBRCAGMKZ-UHFFFAOYSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x0540;O=C(NCCc1ccncc1)NC1CCCCC1;0.24113475177304963;Mpro-x0995;Nc1cncnc1;0.8571428571428571
301;18586466;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4225038;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;330.0;6.481486060122112;Nc1nc2cc(-c3ccccc3)cc(-c3ccc(C(=O)O)cc3)c2c(=O)n1CC1CCCO1;InChI=1S/C26H23N3O4/c27-26-28-22-14-19(16-5-2-1-3-6-16)13-21(17-8-10-18(11-9-17)25(31)32)23(22)24(30)29(26)15-20-7-4-12-33-20/h1-3,5-6,8-11,13-14,20H,4,7,12,15H2,(H2,27,28)(H,31,32);PIZMQHRWXXIJLM-UHFFFAOYSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.3380281690140845;Mpro-x0995;Nc1cncnc1;0.8571428571428571
302;18586463;CHEMBL4223545;Inhibition of Plasmodium falciparum plasmepsin-2 using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins followed by substrate addition measured every 1 min within 8 to 15 mins by FRET assay;B;CHEMBL4224896;=;CHEMBL4414;Plasmodium falciparum;IC50;nM;400.0;6.3979400086720375;Nc1nc2cc(-c3ccccc3)cc(CC(=O)O)c2c(=O)n1C[C@@H]1CC[C@H](c2ccccc2)O1;InChI=1S/C27H25N3O4/c28-27-29-22-14-19(17-7-3-1-4-8-17)13-20(15-24(31)32)25(22)26(33)30(27)16-21-11-12-23(34-21)18-9-5-2-6-10-18/h1-10,13-14,21,23H,11-12,15-16H2,(H2,28,29)(H,31,32)/t21-,23+/m0/s1;FSMNBGWEFVUIAV-JTHBVZDNSA-N;Plasmodium falciparum;Plasmepsin 2;SINGLE PROTEIN;P46925;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.3448275862068966;Mpro-x0995;Nc1cncnc1;0.8571428571428571
306;18551436;CHEMBL4199503;Inhibition of ITK (unknown origin) using fluorescently labeled peptide as substrate after 3 hrs by microfluidic mobility shift assay;B;CHEMBL4217959;=;CHEMBL2959;Homo sapiens;IC50;nM;0.92;9.036212172654443;C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccnc(N)n4)s3)nc3ccccc31)C2;InChI=1S/C26H25N7O2S/c1-2-22(34)32-12-10-26(15-32)13-16(14-26)33-19-6-4-3-5-17(19)30-25(33)31-23(35)21-8-7-20(36-21)18-9-11-28-24(27)29-18/h2-9,11,16H,1,10,12-15H2,(H2,27,28,29)(H,30,31,35)/t16-,26-;XGOJEPJETCHLMD-MMRSVLEYSA-N;Homo sapiens;Tyrosine-protein kinase ITK/TSK;SINGLE PROTEIN;Q08881;Mpro-x0426;O=C(NCCc1ccncc1)c1ccccc1F;0.33548387096774196;Mpro-x0995;Nc1cncnc1;0.8571428571428571
311;18551437;CHEMBL4199503;Inhibition of ITK (unknown origin) using fluorescently labeled peptide as substrate after 3 hrs by microfluidic mobility shift assay;B;CHEMBL4214683;=;CHEMBL2959;Homo sapiens;IC50;nM;0.58;9.236572006437065;C=CC(=O)N1CC[C@]2(C1)C[C@H](n1c(NC(=O)c3ccc(-c4ccnc(C)n4)s3)nc3ccccc31)C2;InChI=1S/C27H26N6O2S/c1-3-24(34)32-13-11-27(16-32)14-18(15-27)33-21-7-5-4-6-19(21)30-26(33)31-25(35)23-9-8-22(36-23)20-10-12-28-17(2)29-20/h3-10,12,18H,1,11,13-16H2,2H3,(H,30,31,35)/t18-,27-;SJYAVQZFEBVYGJ-TULSRQJMSA-N;Homo sapiens;Tyrosine-protein kinase ITK/TSK;SINGLE PROTEIN;Q08881;Mpro-x0426;O=C(NCCc1ccncc1)c1ccccc1F;0.33548387096774196;Mpro-x0995;Nc1cncnc1;0.8571428571428571
326;18430046;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4177131;=;CHEMBL4409;Homo sapiens;IC50;nM;115.0;6.939302159646387;Cc1ncc(C)n2nc(-c3ccn4cc(-c5ccccn5)nc4n3)nc12;InChI=1S/C18H14N8/c1-11-9-20-12(2)17-23-16(24-26(11)17)14-6-8-25-10-15(22-18(25)21-14)13-5-3-4-7-19-13/h3-10H,1-2H3;ZFDPGPPINLDECS-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.2926829268292683;Mpro-x0995;Nc1cncnc1;0.8571428571428571
328;18430045;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4176734;=;CHEMBL4409;Homo sapiens;IC50;nM;135.0;6.8696662315049934;Cc1ncc(C)n2nc(-c3ccn4cc(-c5nccs5)nc4n3)nc12;InChI=1S/C16H12N8S/c1-9-7-18-10(2)14-21-13(22-24(9)14)11-3-5-23-8-12(20-16(23)19-11)15-17-4-6-25-15/h3-8H,1-2H3;MRYFITSVZIKRKK-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0107;CC(=O)Nc1cnccc1C;0.23300970873786409;Mpro-x0995;Nc1cncnc1;0.8571428571428571
331;18430040;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4175652;=;CHEMBL4409;Homo sapiens;IC50;nM;96.0;7.017728766960431;Cc1cc(C)n2nc(-c3ccn4cc(-c5ccccc5)nc4n3)nc2n1;InChI=1S/C19H15N7/c1-12-10-13(2)26-19(20-12)23-17(24-26)15-8-9-25-11-16(22-18(25)21-15)14-6-4-3-5-7-14/h3-11H,1-2H3;NGJSCTGVOICSBG-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.34146341463414637;Mpro-x0995;Nc1cncnc1;0.8571428571428571
336;18430043;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4173369;=;CHEMBL4409;Homo sapiens;IC50;nM;35.0;7.455931955649724;Cc1ncc(C)n2nc(-c3ccn4cc(-c5ccccc5)nc4n3)nc12;InChI=1S/C19H15N7/c1-12-10-20-13(2)18-23-17(24-26(12)18)15-8-9-25-11-16(22-19(25)21-15)14-6-4-3-5-7-14/h3-11H,1-2H3;VODQJEUBIZNJSP-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.35772357723577236;Mpro-x0995;Nc1cncnc1;0.8571428571428571
340;18430001;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4170595;=;CHEMBL4409;Homo sapiens;IC50;nM;381.0;6.41907502432438;Cc1cc(C)n2nc(-c3ccn4nc(-c5ccccc5)nc4c3)nc2n1;InChI=1S/C19H15N7/c1-12-10-13(2)26-19(20-12)22-18(24-26)15-8-9-25-16(11-15)21-17(23-25)14-6-4-3-5-7-14/h3-11H,1-2H3;SDCGTFCHDYXDDS-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.34146341463414637;Mpro-x0995;Nc1cncnc1;0.8571428571428571
342;18430053;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4169681;=;CHEMBL4409;Homo sapiens;IC50;nM;163.0;6.787812395596043;Cc1nc(-c2ccn3cc(-c4ccccc4)nc3n2)nc2ccccc12;InChI=1S/C21H15N5/c1-14-16-9-5-6-10-17(16)23-20(22-14)18-11-12-26-13-19(25-21(26)24-18)15-7-3-2-4-8-15/h2-13H,1H3;VAGWZOIYQUXWLS-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.3548387096774194;Mpro-x0995;Nc1cncnc1;0.8571428571428571
344;18430044;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4168881;=;CHEMBL4409;Homo sapiens;IC50;nM;52.0;7.2839966563652;COc1ccccc1-c1cn2ccc(-c3nc4c(C)ncc(C)n4n3)nc2n1;InChI=1S/C20H17N7O/c1-12-10-21-13(2)19-24-18(25-27(12)19)15-8-9-26-11-16(23-20(26)22-15)14-6-4-5-7-17(14)28-3/h4-11H,1-3H3;BZIDWORUFFLNGU-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.296875;Mpro-x0995;Nc1cncnc1;0.8571428571428571
345;18430006;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4168442;=;CHEMBL4409;Homo sapiens;IC50;nM;47.0;7.327902142064282;Cc1cc(C)n2nc(-c3ccc4nc(-c5ccccc5)[nH]c4c3)nc2n1;InChI=1S/C20H16N6/c1-12-10-13(2)26-20(21-12)24-19(25-26)15-8-9-16-17(11-15)23-18(22-16)14-6-4-3-5-7-14/h3-11H,1-2H3,(H,22,23);FUBMEBBLWOMCRA-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0434;O=C(Nc1ccccc1)Nc1cccnc1;0.34146341463414637;Mpro-x0995;Nc1cncnc1;0.8571428571428571
351;18430047;CHEMBL4155479;Inhibition of Ca2+/calmodulin-induced recombinant human full length N-terminal GST-tagged PDE10A1 expressed in baculovirus infected Sf9 cells using cAMP as substrate pretreated for 10 mins followed by substrate addition and measured after 40 mins by kinase-Glo luminescence assay;B;CHEMBL4166508;=;CHEMBL4409;Homo sapiens;IC50;nM;76.0;7.1191864077192095;Cc1ncc(C)n2nc(-c3ccn4cc(-c5ccc(F)cc5)nc4n3)nc12;InChI=1S/C19H14FN7/c1-11-9-21-12(2)18-24-17(25-27(11)18)15-7-8-26-10-16(23-19(26)22-15)13-3-5-14(20)6-4-13/h3-10H,1-2H3;STHVTZBYGXURQK-UHFFFAOYSA-N;Homo sapiens;Phosphodiesterase 10A;SINGLE PROTEIN;Q9Y233;Mpro-x0426;O=C(NCCc1ccncc1)c1ccccc1F;0.27692307692307694;Mpro-x0995;Nc1cncnc1;0.8571428571428571
